Exec Time,Qty,Symbol,Type,Net Price,Net Position
2021-02-23 07:09:30,5,CTIB,STOCK,4.61,23.05
2021-02-23 07:09:12,-10,CTIB,STOCK,4.6,-46.0
2021-02-23 07:08:59,10,CTIB,STOCK,4.52,45.199999999999996
2021-02-23 07:06:40,-5,CTIB,STOCK,4.47,-22.349999999999998
2021-02-23 07:06:35,-25,CTIB,STOCK,4.48,-112.00000000000001
2021-02-23 07:06:06,25,CTIB,STOCK,4.31,107.74999999999999
2021-02-23 07:05:49,-25,CTIB,STOCK,4.27,-106.74999999999999
2021-02-23 07:05:35,25,CTIB,STOCK,4.3,107.5
2021-02-23 07:05:17,-1,AMC,STOCK,7.07,-7.07
2021-02-23 07:05:00,-25,CTIB,STOCK,4.29,-107.25
2021-02-23 07:04:34,25,CTIB,STOCK,4.24,106.0
2021-02-23 07:04:26,5,CTIB,STOCK,4.14,20.7
2021-02-23 07:03:30,1,AMC,STOCK,7.14,7.14
2021-02-23 06:58:17,-5,TMST,STOCK,7.93,-39.65
2021-02-23 06:57:26,5,TMST,STOCK,7.93,39.65
2021-02-23 06:56:14,-1,TMST,STOCK,7.81,-7.81
2021-02-23 06:55:40,1,TMST,STOCK,8.14,8.14
2021-02-23 06:54:24,-3,TMST,STOCK,8.11333,-24.33999
2021-02-23 06:53:40,3,TMST,STOCK,7.83,23.490000000000002
2021-02-23 06:53:16,-1,TMST,STOCK,7.64,-7.64
2021-02-23 06:51:45,1,TMST,STOCK,8.0,8.0
2021-02-23 06:42:24,-1,CTIB,STOCK,3.68,-3.68
2021-02-23 06:42:07,1,CTIB,STOCK,3.68,3.68
2021-02-23 06:41:51,-1,CTIB,STOCK,3.68,-3.68
2021-02-23 06:41:50,1,CTIB,STOCK,3.69,3.69
2021-02-23 06:35:12,-1,CTIB,STOCK,3.78,-3.78
2021-02-23 06:35:09,1,CTIB,STOCK,3.8,3.8
2021-02-23 06:26:06,-1,CTIB,STOCK,4.37,-4.37
2021-02-23 06:25:42,-1,CTIB,STOCK,4.32,-4.32
2021-02-23 06:25:06,1,CTIB,STOCK,4.35,4.35
2021-02-23 06:24:42,1,CTIB,STOCK,4.37,4.37
2021-02-23 06:21:17,-1,CTIB,STOCK,4.26,-4.26
2021-02-23 06:20:40,-4,CTIB,STOCK,4.27,-17.08
2021-02-23 06:20:15,-5,CTIB,STOCK,4.21,-21.05
2021-02-23 06:20:03,5,CTIB,STOCK,4.19,20.950000000000003
2021-02-23 06:19:51,5,CTIB,STOCK,4.15,20.75
2021-02-23 06:18:10,-5,CTIB,STOCK,4.04,-20.2
2021-02-23 06:17:03,5,CTIB,STOCK,4.13,20.65
2021-02-22 07:09:16,-2,RSVA,STOCK,26.84,-53.68
2021-02-22 07:09:02,-5,RSVA,STOCK,25.88,-129.4
2021-02-22 07:08:59,-5,RSVA,STOCK,26.0,-130.0
2021-02-22 07:08:36,5,RSVA,STOCK,25.34,126.7
2021-02-22 07:08:25,5,RSVA,STOCK,24.94,124.7
2021-02-22 07:08:09,2,RSVA,STOCK,24.65,49.3
2021-02-22 07:05:54,-2,RSVA,STOCK,23.84,-47.68
2021-02-22 07:04:55,2,RSVA,STOCK,24.77,49.54
2021-02-22 07:01:32,-4,RSVA,STOCK,24.5,-98.0
2021-02-22 07:01:30,-3,RSVA,STOCK,24.5,-73.5
2021-02-22 07:00:16,3,RSVA,STOCK,25.62667,76.88001
2021-02-22 07:00:10,3,RSVA,STOCK,25.60667,76.82001
2021-02-22 06:59:27,-3,RSVA,STOCK,24.9,-74.69999999999999
2021-02-22 06:58:54,3,RSVA,STOCK,25.5,76.5
2021-02-22 06:58:15,1,RSVA,STOCK,25.33,25.33
2021-02-22 06:50:08,-50,CTXR,STOCK,2.5612,-128.06
2021-02-22 06:49:45,50,CTXR,STOCK,2.61,130.5
2021-02-22 06:48:38,-25,CTXR,STOCK,2.5812,-64.53
2021-02-22 06:48:02,-50,CTXR,STOCK,2.59,-129.5
2021-02-22 06:47:12,50,CTXR,STOCK,2.63,131.5
2021-02-22 06:46:45,25,CTXR,STOCK,2.5788,64.47
2021-02-22 06:36:58,-30,RETO,STOCK,3.081,-92.42999999999999
2021-02-22 06:36:54,-50,RETO,STOCK,3.15,-157.5
2021-02-22 06:36:27,50,RETO,STOCK,3.3398,166.98999999999998
2021-02-22 06:36:02,25,RETO,STOCK,3.28,82.0
2021-02-22 06:34:31,-25,RETO,STOCK,3.1212,-78.03
2021-02-22 06:34:10,25,RETO,STOCK,3.2588,81.47
2021-02-22 06:33:54,5,RETO,STOCK,3.158,15.79
2021-02-22 06:32:37,-5,RETO,STOCK,3.3,-16.5
2021-02-22 06:32:29,5,RETO,STOCK,3.52,17.6
2021-02-22 06:31:54,-1,RETO,STOCK,3.51,-3.51
2021-02-22 06:31:45,-25,RETO,STOCK,3.49,-87.25
2021-02-22 06:31:32,25,RETO,STOCK,3.3896,84.74000000000001
2021-02-22 06:31:16,1,RETO,STOCK,3.17,3.17
2021-02-22 06:23:58,-5,CLSN,STOCK,3.52,-17.6
2021-02-22 06:23:07,5,CLSN,STOCK,3.42,17.1
2021-02-22 06:17:37,-5,CLSN,STOCK,3.35,-16.75
2021-02-22 06:17:04,-5,CLSN,STOCK,3.41,-17.05
2021-02-22 06:16:42,-5,CLSN,STOCK,3.42,-17.1
2021-02-22 06:16:22,-5,CLSN,STOCK,3.39,-16.95
2021-02-22 06:16:16,-2,CLSN,STOCK,3.42,-6.84
2021-02-22 06:16:15,-3,CLSN,STOCK,3.42,-10.26
2021-02-22 06:16:09,-5,CLSN,STOCK,3.4,-17.0
2021-02-22 06:15:45,15,CLSN,STOCK,3.35,50.25
2021-02-22 06:15:21,15,CLSN,STOCK,3.34,50.099999999999994
2021-02-22 06:12:24,-15,CLSN,STOCK,3.3,-49.5
2021-02-22 06:11:42,15,CLSN,STOCK,3.35,50.25
2021-02-19 07:00:01,-10,VCNX,STOCK,9.21,-92.10000000000001
2021-02-19 06:59:52,-10,VCNX,STOCK,9.07,-90.7
2021-02-19 06:59:27,10,VCNX,STOCK,8.99,89.9
2021-02-19 06:59:16,10,VCNX,STOCK,8.837,88.37
2021-02-19 06:58:28,-5,VCNX,STOCK,8.74,-43.7
2021-02-19 06:58:08,5,VCNX,STOCK,8.998,44.989999999999995
2021-02-19 06:57:24,-5,VCNX,STOCK,8.836,-44.18
2021-02-19 06:57:11,5,VCNX,STOCK,8.936,44.68
2021-02-19 06:56:32,-6,VCNX,STOCK,8.82,-52.92
2021-02-19 06:56:10,5,VCNX,STOCK,9.12,45.599999999999994
2021-02-19 06:55:57,1,VCNX,STOCK,8.94,8.94
2021-02-19 06:54:30,-1,VCNX,STOCK,9.24,-9.24
2021-02-19 06:54:05,1,VCNX,STOCK,9.21,9.21
2021-02-19 06:53:28,-1,VCNX,STOCK,9.08,-9.08
2021-02-19 06:53:03,1,VCNX,STOCK,8.95,8.95
2021-02-19 06:52:26,-1,VCNX,STOCK,8.76,-8.76
2021-02-19 06:52:20,1,VCNX,STOCK,8.97,8.97
2021-02-19 06:51:05,-1,VCNX,STOCK,8.96,-8.96
2021-02-19 06:50:41,1,VCNX,STOCK,8.68,8.68
2021-02-19 06:48:52,-1,VCNX,STOCK,8.39,-8.39
2021-02-19 06:48:48,-10,VCNX,STOCK,8.105,-81.05000000000001
2021-02-19 06:48:43,10,VCNX,STOCK,7.89,78.89999999999999
2021-02-19 06:48:32,-5,VCNX,STOCK,7.81,-39.05
2021-02-19 06:48:04,5,VCNX,STOCK,7.76,38.8
2021-02-19 06:47:41,1,VCNX,STOCK,7.64,7.64
2021-02-19 06:46:33,-5,VCNX,STOCK,7.66,-38.3
2021-02-19 06:46:04,5,VCNX,STOCK,7.79,38.95
2021-02-19 06:44:41,-2,VCNX,STOCK,7.805,-15.61
2021-02-19 06:44:10,2,VCNX,STOCK,7.94,15.88
2021-02-19 06:41:48,-10,VCNX,STOCK,8.09,-80.9
2021-02-19 06:41:45,-25,VCNX,STOCK,7.992,-199.8
2021-02-19 06:41:31,25,VCNX,STOCK,7.86,196.5
2021-02-19 06:41:22,10,VCNX,STOCK,7.59,75.9
2021-02-19 06:39:09,-1,VCNX,STOCK,8.15,-8.15
2021-02-19 06:39:03,-10,VCNX,STOCK,8.09,-80.9
2021-02-19 06:38:25,10,VCNX,STOCK,7.67,76.7
2021-02-19 06:38:13,-5,VCNX,STOCK,7.44,-37.2
2021-02-19 06:37:49,5,VCNX,STOCK,7.838,39.19
2021-02-19 06:37:32,1,VCNX,STOCK,7.65,7.65
2021-02-19 06:36:11,-3,VCNX,STOCK,7.94,-23.82
2021-02-19 06:35:47,3,VCNX,STOCK,7.28,21.84
2021-02-19 06:35:07,-3,VCNX,STOCK,7.21,-21.63
2021-02-19 06:34:49,1,VCNX,STOCK,7.46,7.46
2021-02-19 06:34:49,2,VCNX,STOCK,7.46,14.92
2021-02-19 06:34:23,-1,VCNX,STOCK,7.41,-7.41
2021-02-19 06:33:35,1,VCNX,STOCK,6.9,6.9
2021-02-19 06:31:50,-1,JFU,STOCK,3.29,-3.29
2021-02-19 06:31:49,1,JFU,STOCK,3.32,3.32
2021-02-18 07:14:48,-5,CEI,STOCK,2.77,-13.85
2021-02-18 07:12:39,5,CEI,STOCK,2.91,14.55
2021-02-18 07:11:13,-5,CEI,STOCK,2.94,-14.7
2021-02-18 07:11:08,-15,CEI,STOCK,2.94,-44.1
2021-02-18 07:10:51,15,CEI,STOCK,2.84933,42.73995
2021-02-18 07:10:39,5,CEI,STOCK,2.83,14.15
2021-02-18 07:09:58,-10,CEI,STOCK,2.861,-28.610000000000003
2021-02-18 07:09:41,10,CEI,STOCK,2.87,28.700000000000003
2021-02-18 07:08:42,-10,CEI,STOCK,2.86,-28.599999999999998
2021-02-18 07:08:16,10,CEI,STOCK,2.78,27.799999999999997
2021-02-18 06:51:31,-1,CEI,STOCK,2.58,-2.58
2021-02-18 06:50:48,1,CEI,STOCK,2.6,2.6
2021-02-18 06:41:09,-5,GTEC,STOCK,25.78,-128.9
2021-02-18 06:40:53,-10,GTEC,STOCK,24.74,-247.39999999999998
2021-02-18 06:39:41,-10,GTEC,STOCK,24.2,-242.0
2021-02-18 06:39:19,10,GTEC,STOCK,23.99,239.89999999999998
2021-02-18 06:39:03,10,GTEC,STOCK,23.4,234.0
2021-02-18 06:38:35,5,GTEC,STOCK,23.33,116.64999999999999
2021-02-18 06:36:10,-5,GTEC,STOCK,22.8,-114.0
2021-02-18 06:35:56,5,GTEC,STOCK,23.986,119.93
2021-02-18 06:34:43,-5,GTEC,STOCK,22.9,-114.5
2021-02-18 06:33:57,5,GTEC,STOCK,25.65,128.25
2021-02-18 06:33:34,-1,GTEC,STOCK,24.5,-24.5
2021-02-18 06:33:08,1,GTEC,STOCK,24.29,24.29
2021-02-18 06:32:20,-1,CEI,STOCK,2.62,-2.62
2021-02-18 06:32:18,1,CEI,STOCK,2.63,2.63
2021-02-18 06:18:45,-1,GTEC,STOCK,23.56,-23.56
2021-02-18 06:18:16,-1,GTEC,STOCK,23.74,-23.74
2021-02-18 06:17:46,1,GTEC,STOCK,23.12,23.12
2021-02-18 06:16:38,1,GTEC,STOCK,22.78,22.78
2021-02-17 07:11:29,-5,CLPS,STOCK,17.32,-86.6
2021-02-17 07:11:07,5,CLPS,STOCK,16.284,81.41999999999999
2021-02-17 07:08:49,-5,CLPS,STOCK,15.974,-79.87
2021-02-17 07:07:45,5,CLPS,STOCK,16.232,81.16
2021-02-17 07:04:10,-1,CLPS,STOCK,16.22,-16.22
2021-02-17 07:04:01,1,CLPS,STOCK,16.95,16.95
2021-02-17 07:03:19,-1,CLPS,STOCK,16.44,-16.44
2021-02-17 07:03:05,1,CLPS,STOCK,16.38,16.38
2021-02-17 06:58:42,-1,CLPS,STOCK,17.06,-17.06
2021-02-17 06:58:34,-5,CLPS,STOCK,16.43,-82.15
2021-02-17 06:58:25,4,CLPS,STOCK,15.86,63.44
2021-02-17 06:58:25,1,CLPS,STOCK,15.88,15.88
2021-02-17 06:58:07,1,CLPS,STOCK,15.64,15.64
2021-02-17 06:56:30,-1,CLPS,STOCK,15.13,-15.13
2021-02-17 06:56:07,1,CLPS,STOCK,16.04,16.04
2021-02-17 06:55:31,-1,CLPS,STOCK,15.09,-15.09
2021-02-17 06:54:30,1,CLPS,STOCK,15.98,15.98
2021-02-17 06:52:33,-5,CLPS,STOCK,13.82,-69.1
2021-02-17 06:52:27,-10,CLPS,STOCK,14.33,-143.3
2021-02-17 06:52:16,10,CLPS,STOCK,13.9,139.0
2021-02-17 06:46:50,-5,CLPS,STOCK,12.77,-63.849999999999994
2021-02-17 06:46:30,5,CLPS,STOCK,12.49,62.45
2021-02-17 06:46:04,5,CLPS,STOCK,11.85,59.25
2021-02-17 06:40:29,-5,EBON,STOCK,10.79,-53.949999999999996
2021-02-17 06:40:26,-10,EBON,STOCK,11.212,-112.12
2021-02-17 06:40:08,10,EBON,STOCK,10.96,109.60000000000001
2021-02-17 06:39:39,5,EBON,STOCK,10.84,54.2
2021-02-17 06:38:38,-5,EBON,STOCK,10.94,-54.699999999999996
2021-02-17 06:38:17,-5,EBON,STOCK,10.87,-54.349999999999994
2021-02-17 06:38:01,5,EBON,STOCK,10.85,54.25
2021-02-17 06:36:23,5,EBON,STOCK,10.934,54.669999999999995
2021-02-17 06:35:02,-1,EBON,STOCK,10.7,-10.7
2021-02-17 06:34:55,1,EBON,STOCK,10.62,10.62
2021-02-17 06:32:32,-1,DOGZ,STOCK,3.37,-3.37
2021-02-17 06:32:30,1,DOGZ,STOCK,3.38,3.38
2021-02-17 06:24:07,-5,CLPS,STOCK,12.98,-64.9
2021-02-17 06:23:56,-5,CLPS,STOCK,12.85,-64.25
2021-02-17 06:23:53,-5,CLPS,STOCK,12.56,-62.800000000000004
2021-02-17 06:22:58,5,CLPS,STOCK,12.36,61.8
2021-02-17 06:21:18,-5,CLPS,STOCK,11.71,-58.550000000000004
2021-02-17 06:21:12,5,CLPS,STOCK,11.88,59.400000000000006
2021-02-17 06:20:16,5,CLPS,STOCK,12.47,62.35
2021-02-17 06:19:52,5,CLPS,STOCK,12.2,61.0
2021-02-16 07:10:30,-10,SOS,STOCK,11.741,-117.41
2021-02-16 07:09:40,5,SOS,STOCK,11.97,59.85
2021-02-16 07:09:32,5,SOS,STOCK,11.94,59.699999999999996
2021-02-16 07:05:35,-5,SOS,STOCK,11.35,-56.75
2021-02-16 07:05:09,5,SOS,STOCK,11.79,58.949999999999996
2021-02-16 07:04:11,-5,SCKT,STOCK,12.1,-60.5
2021-02-16 07:04:09,-10,SCKT,STOCK,12.37,-123.69999999999999
2021-02-16 07:03:26,10,SCKT,STOCK,13.2,132.0
2021-02-16 07:03:21,5,SCKT,STOCK,13.124,65.62
2021-02-16 07:01:11,-5,SCKT,STOCK,12.272,-61.36
2021-02-16 07:00:33,-25,TRCH,STOCK,4.4648,-111.62
2021-02-16 07:00:08,5,SCKT,STOCK,12.856,64.28
2021-02-16 06:59:18,25,TRCH,STOCK,4.388,109.7
2021-02-16 06:55:39,-6,SCKT,STOCK,12.88167,-77.29002
2021-02-16 06:55:04,5,SCKT,STOCK,13.4,67.0
2021-02-16 06:54:05,1,SCKT,STOCK,13.25,13.25
2021-02-16 06:53:50,-1,SCKT,STOCK,12.9,-12.9
2021-02-16 06:53:35,1,SCKT,STOCK,13.33,13.33
2021-02-16 06:50:55,-5,SCKT,STOCK,13.488,-67.44
2021-02-16 06:50:53,-1,SCKT,STOCK,13.73,-13.73
2021-02-16 06:50:37,5,SCKT,STOCK,13.02,65.1
2021-02-16 06:50:24,1,SCKT,STOCK,12.73,12.73
2021-02-16 06:49:28,-1,SCKT,STOCK,12.4,-12.4
2021-02-16 06:47:25,1,SCKT,STOCK,13.22,13.22
2021-02-16 06:44:57,-5,SCKT,STOCK,11.49,-57.45
2021-02-16 06:42:27,-1,SOS,STOCK,11.0,-11.0
2021-02-16 06:40:52,1,SOS,STOCK,11.39,11.39
2021-02-16 06:39:32,5,SCKT,STOCK,10.72,53.6
2021-02-16 06:36:04,-40,TRCH,STOCK,4.18,-167.2
2021-02-16 06:34:45,40,TRCH,STOCK,4.14,165.6
2021-02-16 06:33:52,-25,TRCH,STOCK,4.0612,-101.53000000000002
2021-02-16 06:33:15,25,TRCH,STOCK,4.1288,103.22
2021-02-16 06:32:53,-1,TRCH,STOCK,4.11,-4.11
2021-02-16 06:32:51,1,TRCH,STOCK,4.12,4.12
2021-02-16 06:27:31,-1,SCKT,STOCK,10.75,-10.75
2021-02-16 06:26:10,1,SCKT,STOCK,10.23,10.23
2021-02-12 06:47:04,-5,ARTL,STOCK,3.36,-16.8
2021-02-12 06:46:42,5,ARTL,STOCK,3.178,15.89
2021-02-12 06:44:50,-25,ARTL,STOCK,3.1012,-77.53
2021-02-12 06:44:22,-25,ARTL,STOCK,3.1952,-79.88
2021-02-12 06:44:18,-50,ARTL,STOCK,3.23,-161.5
2021-02-12 06:43:52,50,ARTL,STOCK,3.1988,159.94
2021-02-12 06:43:25,25,ARTL,STOCK,3.1088,77.72
2021-02-12 06:43:21,25,ARTL,STOCK,3.1288,78.22
2021-02-12 06:41:35,-1,ARTL,STOCK,3.09,-3.09
2021-02-12 06:41:34,1,ARTL,STOCK,3.1,3.1
2021-02-12 06:40:09,-5,ARTL,STOCK,2.962,-14.81
2021-02-12 06:36:30,5,ARTL,STOCK,3.298,16.490000000000002
2021-02-12 06:34:15,-50,ARTL,STOCK,3.2512,-162.56
2021-02-12 06:34:08,-50,ARTL,STOCK,3.1812,-159.06
2021-02-12 06:33:58,50,ARTL,STOCK,2.9988,149.94
2021-02-12 06:33:37,50,ARTL,STOCK,2.93,146.5
2021-02-12 06:32:20,-1,ARTL,STOCK,2.78,-2.78
2021-02-12 06:32:18,1,ARTL,STOCK,2.79,2.79
2021-02-12 06:08:31,-5,CLEU,STOCK,9.64,-48.2
2021-02-12 06:06:56,-5,ARTL,STOCK,3.03,-15.149999999999999
2021-02-12 06:06:56,-10,ARTL,STOCK,3.03,-30.299999999999997
2021-02-12 06:06:37,5,CLEU,STOCK,9.56,47.800000000000004
2021-02-12 06:06:00,15,ARTL,STOCK,3.18,47.7
2021-02-11 07:20:12,-125,GRNQ,STOCK,3.056,-382.0
2021-02-11 07:17:24,50,GRNQ,STOCK,3.178,158.9
2021-02-11 07:17:16,50,GRNQ,STOCK,3.19,159.5
2021-02-11 07:17:00,25,GRNQ,STOCK,3.138,78.45
2021-02-11 06:59:38,-100,NAKD,STOCK,1.9301,-193.01
2021-02-11 06:58:38,100,NAKD,STOCK,1.9889,198.89
2021-02-11 06:57:21,-15,RCMT,STOCK,9.55133,-143.26995
2021-02-11 06:56:02,10,RCMT,STOCK,10.348,103.48
2021-02-11 06:55:12,5,RCMT,STOCK,10.09,50.45
2021-02-11 06:51:21,-50,NAKD,STOCK,1.98,-99.0
2021-02-11 06:49:49,-100,NAKD,STOCK,2.0301,-203.01
2021-02-11 06:47:01,100,NAKD,STOCK,2.0599,205.98999999999998
2021-02-11 06:46:35,50,NAKD,STOCK,2.045,102.25
2021-02-11 06:46:14,-50,NAKD,STOCK,1.9712,-98.56
2021-02-11 06:45:24,50,NAKD,STOCK,2.1288,106.44
2021-02-11 06:41:23,-100,NAKD,STOCK,1.96,-196.0
2021-02-11 06:41:08,100,NAKD,STOCK,1.9389,193.89000000000001
2021-02-11 06:40:15,-25,CLSN,STOCK,3.03,-75.75
2021-02-11 06:39:13,25,CLSN,STOCK,3.0188,75.47
2021-02-11 06:37:09,-50,CLSN,STOCK,3.215,-160.75
2021-02-11 06:36:44,50,CLSN,STOCK,3.2988,164.94
2021-02-11 06:33:48,-1,SNDL,STOCK,3.01,-3.01
2021-02-11 06:33:45,1,SNDL,STOCK,3.01,3.01
2021-02-11 06:33:07,-1,SNDL,STOCK,3.2,-3.2
2021-02-11 06:33:05,1,SNDL,STOCK,3.2,3.2
2021-02-10 07:13:27,-1,BPTH,STOCK,21.57,-21.57
2021-02-10 07:13:04,1,BPTH,STOCK,21.62,21.62
2021-02-10 06:59:51,-1,BPTH,STOCK,23.01,-23.01
2021-02-10 06:59:01,1,BPTH,STOCK,23.09,23.09
2021-02-10 06:45:09,-10,OLB,STOCK,15.081,-150.81
2021-02-10 06:44:49,-5,OLB,STOCK,14.24,-71.2
2021-02-10 06:44:43,-5,OLB,STOCK,14.56,-72.8
2021-02-10 06:44:27,10,OLB,STOCK,14.33,143.3
2021-02-10 06:43:23,5,OLB,STOCK,13.88,69.4
2021-02-10 06:43:13,5,OLB,STOCK,13.75,68.75
2021-02-10 06:40:04,-1,BPTH,STOCK,19.57,-19.57
2021-02-10 06:39:57,-5,BPTH,STOCK,19.5,-97.5
2021-02-10 06:39:51,5,BPTH,STOCK,18.5,92.5
2021-02-10 06:38:56,1,BPTH,STOCK,18.8,18.8
2021-02-10 06:37:02,-1,OLB,STOCK,13.87,-13.87
2021-02-10 06:36:55,1,OLB,STOCK,13.98,13.98
2021-02-10 06:35:22,-6,OLB,STOCK,13.645,-81.87
2021-02-10 06:34:56,5,OLB,STOCK,14.59,72.95
2021-02-10 06:34:53,1,OLB,STOCK,14.6,14.6
2021-02-10 06:34:16,-1,UAMY,STOCK,1.43,-1.43
2021-02-10 06:34:14,1,UAMY,STOCK,1.44,1.44
2021-02-10 06:33:42,-1,UAMY,STOCK,1.44,-1.44
2021-02-10 06:33:38,1,UAMY,STOCK,1.46,1.46
2021-02-10 06:33:12,-1,UAMY,STOCK,1.44,-1.44
2021-02-10 06:33:09,1,UAMY,STOCK,1.45,1.45
2021-02-10 06:32:46,-1,UAMY,STOCK,1.44,-1.44
2021-02-10 06:32:38,1,UAMY,STOCK,1.45,1.45
2021-02-09 07:00:21,-5,AUVI,STOCK,13.5,-67.5
2021-02-09 07:00:13,-10,AUVI,STOCK,13.25,-132.5
2021-02-09 07:00:08,-10,AUVI,STOCK,13.135,-131.35
2021-02-09 06:59:41,10,AUVI,STOCK,12.777,127.77
2021-02-09 06:58:58,10,AUVI,STOCK,12.637,126.37
2021-02-09 06:58:42,5,AUVI,STOCK,12.288,61.44
2021-02-09 06:52:16,-5,AUVI,STOCK,11.58,-57.9
2021-02-09 06:51:34,5,AUVI,STOCK,12.34,61.7
2021-02-09 06:49:14,-4,ITRM,STOCK,2.28,-9.12
2021-02-09 06:46:39,4,ITRM,STOCK,2.37,9.48
2021-02-09 06:40:50,-5,AUVI,STOCK,11.44,-57.199999999999996
2021-02-09 06:40:43,-5,AUVI,STOCK,11.476,-57.38
2021-02-09 06:40:33,5,AUVI,STOCK,11.42,57.1
2021-02-09 06:40:27,5,AUVI,STOCK,10.538,52.69
2021-02-09 06:39:54,-50,ITRM,STOCK,2.51,-125.49999999999999
2021-02-09 06:38:53,50,ITRM,STOCK,2.6888,134.44
2021-02-09 06:36:17,-25,ITRM,STOCK,2.52,-63.0
2021-02-09 06:36:14,-50,ITRM,STOCK,2.49,-124.50000000000001
2021-02-09 06:35:49,25,ITRM,STOCK,2.44,61.0
2021-02-09 06:35:15,50,ITRM,STOCK,2.405,120.24999999999999
2021-02-09 06:32:56,-15,ITRM,STOCK,2.37,-35.550000000000004
2021-02-09 06:32:52,-25,ITRM,STOCK,2.41,-60.25
2021-02-09 06:32:37,25,ITRM,STOCK,2.4752,61.88
2021-02-09 06:32:22,15,ITRM,STOCK,2.47,37.050000000000004
2021-02-09 06:32:11,-1,ITRM,STOCK,2.44,-2.44
2021-02-09 06:32:10,1,ITRM,STOCK,2.44,2.44
2021-02-08 07:36:29,-5,OCGN,STOCK,12.114,-60.57000000000001
2021-02-08 07:36:13,5,OCGN,STOCK,12.0,60.0
2021-02-08 07:36:02,-10,OCGN,STOCK,11.77,-117.69999999999999
2021-02-08 07:35:59,10,OCGN,STOCK,12.07,120.7
2021-02-08 07:35:47,-10,OCGN,STOCK,11.961,-119.61
2021-02-08 07:35:27,-10,OCGN,STOCK,12.01,-120.1
2021-02-08 07:35:11,-5,OCGN,STOCK,12.062,-60.309999999999995
2021-02-08 07:34:04,5,OCGN,STOCK,12.038,60.19
2021-02-08 07:33:54,5,OCGN,STOCK,12.1,60.5
2021-02-08 07:31:03,10,OCGN,STOCK,12.26,122.6
2021-02-08 07:30:57,5,OCGN,STOCK,12.19,60.949999999999996
2021-02-08 07:30:27,-5,OCGN,STOCK,11.89,-59.45
2021-02-08 07:29:09,5,OCGN,STOCK,11.606,58.03
2021-02-08 07:17:35,-10,OCGN,STOCK,11.9,-119.0
2021-02-08 07:17:27,10,OCGN,STOCK,12.17,121.7
2021-02-08 07:15:12,-5,OCGN,STOCK,12.27,-61.349999999999994
2021-02-08 07:14:36,5,OCGN,STOCK,12.3,61.5
2021-02-08 07:12:58,-10,OCGN,STOCK,11.81,-118.10000000000001
2021-02-08 07:12:09,10,OCGN,STOCK,11.67,116.7
2021-02-08 07:09:16,-10,OCGN,STOCK,11.43,-114.3
2021-02-08 07:09:06,10,OCGN,STOCK,11.628,116.28
2021-02-08 07:06:21,-5,OCGN,STOCK,11.542,-57.71
2021-02-08 07:05:56,5,OCGN,STOCK,11.816,59.080000000000005
2021-02-08 06:42:05,-25,OCGN,STOCK,11.67,-291.75
2021-02-08 06:41:34,25,OCGN,STOCK,11.4976,287.44
2021-02-08 06:40:20,-4,OCGN,STOCK,10.91,-43.64
2021-02-08 06:40:05,-15,OCGN,STOCK,10.642,-159.63
2021-02-08 06:38:33,15,OCGN,STOCK,10.36,155.39999999999998
2021-02-08 06:38:03,4,OCGN,STOCK,10.13,40.52
2021-02-08 06:35:12,-5,OCGN,STOCK,9.81,-49.050000000000004
2021-02-08 06:34:56,5,OCGN,STOCK,10.06,50.300000000000004
2021-02-08 06:34:11,-1,OCGN,STOCK,10.44,-10.44
2021-02-08 06:34:10,1,OCGN,STOCK,10.41,10.41
2021-02-05 07:55:55,-10,BSQR,STOCK,7.03,-70.3
2021-02-05 07:55:19,-25,BSQR,STOCK,6.4,-160.0
2021-02-05 07:55:10,25,BSQR,STOCK,6.35,158.75
2021-02-05 07:54:51,10,BSQR,STOCK,6.329,63.29
2021-02-05 07:40:34,-5,BSQR,STOCK,6.09,-30.45
2021-02-05 07:40:29,5,BSQR,STOCK,5.88,29.4
2021-02-05 07:36:37,-25,BSQR,STOCK,4.43,-110.75
2021-02-05 07:35:29,25,BSQR,STOCK,4.1728,104.32
2021-02-05 07:31:14,-25,BSQR,STOCK,4.068,-101.69999999999999
2021-02-05 07:30:17,25,BSQR,STOCK,4.3432,108.58000000000001
2021-02-05 07:27:23,-25,BSQR,STOCK,4.3224,-108.06
2021-02-05 07:27:10,25,BSQR,STOCK,4.4176,110.44
2021-02-05 07:21:02,-25,BSQR,STOCK,4.5944,-114.86000000000001
2021-02-05 07:21:01,-1,BSQR,STOCK,4.6,-4.6
2021-02-05 07:20:58,25,BSQR,STOCK,4.3,107.5
2021-02-05 07:20:23,1,BSQR,STOCK,4.1,4.1
2021-02-05 06:55:22,-1,BSQR,STOCK,3.28,-3.28
2021-02-05 06:55:05,1,BSQR,STOCK,3.32,3.32
2021-02-05 06:40:00,-25,STG,STOCK,2.94,-73.5
2021-02-05 06:39:36,-25,STG,STOCK,2.94,-73.5
2021-02-05 06:39:31,25,STG,STOCK,2.87,71.75
2021-02-05 06:38:56,25,STG,STOCK,2.83,70.75
2021-02-05 06:38:46,-1,STG,STOCK,2.77,-2.77
2021-02-05 06:38:44,1,STG,STOCK,2.76,2.76
2021-02-05 06:37:47,-5,STG,STOCK,2.862,-14.31
2021-02-05 06:36:58,5,STG,STOCK,2.8,14.0
2021-02-05 06:35:49,-25,STG,STOCK,2.59,-64.75
2021-02-05 06:34:12,25,STG,STOCK,2.65,66.25
